Timestamp,1. open,2. high,3. low,4. close,5. volume,Time,Date,Minute,Hour,Year,Month,Day
2024-08-19 09:54:00,555.09,555.13,554.8101,554.86,85183.0,09:54:00,2024-08-19,54,9,2024,8,19
2024-08-19 09:55:00,554.88,555.05,554.65,554.88,112010.0,09:55:00,2024-08-19,55,9,2024,8,19
2024-08-19 09:56:00,554.89,555.12,554.89,555.0125,60885.0,09:56:00,2024-08-19,56,9,2024,8,19
2024-08-19 09:57:00,555.0195,555.03,554.85,554.89,89689.0,09:57:00,2024-08-19,57,9,2024,8,19
2024-08-19 09:58:00,554.905,555.03,554.85,554.98,42496.0,09:58:00,2024-08-19,58,9,2024,8,19
2024-08-19 09:59:00,555.0,555.03,554.85,554.98,56218.0,09:59:00,2024-08-19,59,9,2024,8,19
2024-08-19 10:00:00,554.98,555.29,554.98,555.19,113397.0,10:00:00,2024-08-19,0,10,2024,8,19
2024-08-19 10:01:00,555.18,555.285,554.76,554.89,95319.0,10:01:00,2024-08-19,1,10,2024,8,19
2024-08-19 10:02:00,554.89,554.94,554.64,554.77,111979.0,10:02:00,2024-08-19,2,10,2024,8,19
2024-08-19 10:03:00,554.76,554.8845,554.62,554.83,68619.0,10:03:00,2024-08-19,3,10,2024,8,19
2024-08-19 10:04:00,554.84,555.13,554.74,555.03,68789.0,10:04:00,2024-08-19,4,10,2024,8,19
2024-08-19 10:05:00,555.02,555.095,554.85,554.92,51143.0,10:05:00,2024-08-19,5,10,2024,8,19
2024-08-19 10:06:00,554.92,555.04,554.9,554.95,38813.0,10:06:00,2024-08-19,6,10,2024,8,19
2024-08-19 10:07:00,554.9201,555.37,554.9201,555.36,95748.0,10:07:00,2024-08-19,7,10,2024,8,19
2024-08-19 10:08:00,555.3548,555.6388,555.27,555.6304,130810.0,10:08:00,2024-08-19,8,10,2024,8,19
2024-08-19 10:09:00,555.61,555.61,555.35,555.475,69206.0,10:09:00,2024-08-19,9,10,2024,8,19
2024-08-19 10:10:00,555.46,555.68,555.455,555.56,89014.0,10:10:00,2024-08-19,10,10,2024,8,19
2024-08-19 10:11:00,555.54,555.6199,555.43,555.43,34447.0,10:11:00,2024-08-19,11,10,2024,8,19
2024-08-19 10:12:00,555.45,555.52,555.39,555.475,68879.0,10:12:00,2024-08-19,12,10,2024,8,19
2024-08-19 10:13:00,555.48,555.53,555.41,555.45,42791.0,10:13:00,2024-08-19,13,10,2024,8,19
2024-08-19 10:14:00,555.44,555.445,555.2,555.26,71007.0,10:14:00,2024-08-19,14,10,2024,8,19
2024-08-19 10:15:00,555.24,555.36,555.2,555.245,42557.0,10:15:00,2024-08-19,15,10,2024,8,19
2024-08-19 10:16:00,555.27,555.2876,554.78,554.875,119414.0,10:16:00,2024-08-19,16,10,2024,8,19
2024-08-19 10:17:00,554.875,554.88,554.06,554.1,174959.0,10:17:00,2024-08-19,17,10,2024,8,19
2024-08-19 10:18:00,554.11,554.43,554.08,554.35,114529.0,10:18:00,2024-08-19,18,10,2024,8,19
2024-08-19 10:19:00,554.35,554.35,553.86,554.02,151489.0,10:19:00,2024-08-19,19,10,2024,8,19
2024-08-19 10:20:00,554.02,554.26,553.96,554.05,113707.0,10:20:00,2024-08-19,20,10,2024,8,19
2024-08-19 10:21:00,554.07,554.63,553.995,554.5976,112715.0,10:21:00,2024-08-19,21,10,2024,8,19
2024-08-19 10:22:00,554.5705,554.76,554.51,554.66,80621.0,10:22:00,2024-08-19,22,10,2024,8,19
2024-08-19 10:23:00,554.68,555.0699,554.62,554.95,99278.0,10:23:00,2024-08-19,23,10,2024,8,19
2024-08-19 10:24:00,554.9425,555.05,554.87,554.94,43521.0,10:24:00,2024-08-19,24,10,2024,8,19
2024-08-19 10:25:00,554.96,555.04,554.834,554.85,39599.0,10:25:00,2024-08-19,25,10,2024,8,19
2024-08-19 10:26:00,554.86,555.13,554.82,555.13,53304.0,10:26:00,2024-08-19,26,10,2024,8,19
2024-08-19 10:27:00,555.12,555.36,555.06,555.33,67579.0,10:27:00,2024-08-19,27,10,2024,8,19
2024-08-19 10:28:00,555.335,555.48,555.24,555.48,53378.0,10:28:00,2024-08-19,28,10,2024,8,19
2024-08-19 10:29:00,555.5,555.5,555.31,555.355,40415.0,10:29:00,2024-08-19,29,10,2024,8,19
2024-08-19 10:30:00,555.36,555.4,555.28,555.36,44181.0,10:30:00,2024-08-19,30,10,2024,8,19
2024-08-19 10:31:00,555.36,555.5,555.27,555.44,59298.0,10:31:00,2024-08-19,31,10,2024,8,19
2024-08-19 10:32:00,555.46,555.72,555.46,555.56,106261.0,10:32:00,2024-08-19,32,10,2024,8,19
2024-08-19 10:33:00,555.55,555.56,555.42,555.488,45674.0,10:33:00,2024-08-19,33,10,2024,8,19
2024-08-19 10:34:00,555.47,555.57,555.43,555.52,26403.0,10:34:00,2024-08-19,34,10,2024,8,19
2024-08-19 10:35:00,555.515,555.56,555.2901,555.4,28156.0,10:35:00,2024-08-19,35,10,2024,8,19
2024-08-19 10:36:00,555.4,555.53,555.37,555.48,42927.0,10:36:00,2024-08-19,36,10,2024,8,19
2024-08-19 10:37:00,555.49,555.55,555.39,555.47,46873.0,10:37:00,2024-08-19,37,10,2024,8,19
2024-08-19 10:38:00,555.45,555.48,555.35,555.465,32318.0,10:38:00,2024-08-19,38,10,2024,8,19
